Station,Time,Sampling number,Observable,Value,Count,Category,Life Stage
STTD,4/27/1999 9:30,45411/1/1,Chironomidae,16,16,Aquatic Insects,N/A
STTD,4/27/1999 9:30,45411/1/1,Chaoboridae,1,1,Aquatic Insects,N/A
STTD,4/27/1999 9:30,45411/1/1,Coenagrionidae,1,1,Aquatic Insects,N/A
STTD,4/27/1999 9:30,45411/1/1,Corophiidae,4,4,Aquatic Non-Insects,N/A
STTD,4/27/1999 9:30,45411/1/1,Crangonyctidae,6,6,Aquatic Non-Insects,N/A
STTD,4/27/1999 9:30,45411/1/1,Heptageniidae,1,1,Aquatic Insects,N/A
STTD,4/27/1999 9:30,45411/1/1,Hydridae,14,14,Aquatic Non-Insects,N/A
STTD,2/10/2000 11:30,45459/1/1,Hydridae,3,3,Aquatic Non-Insects,N/A
STTD,2/10/2000 11:30,45459/1/1,Coenagrionidae,1,1,Aquatic Insects,N/A
STTD,2/10/2000 11:30,45459/1/1,Notonectidae,1,1,Aquatic Insects,N/A
STTD,2/10/2000 11:30,45459/1/1,Naididae,3,3,Aquatic Non-Insects,N/A
STTD,2/10/2000 11:30,45459/1/1,Collembola,5,5,Terrestrial Non-Insects,N/A
STTD,2/10/2000 11:30,45459/1/1,Coleoptera,2,2,Terrestrial Insects,N/A
STTD,2/10/2000 11:30,45459/1/1,Nereididae,1,1,Aquatic Non-Insects,N/A
STTD,2/10/2000 11:30,45459/1/1,Opiliones,1,1,Terrestrial Non-Insects,N/A
STTD,2/10/2000 11:30,45459/1/1,Sciomyzidae,1,1,Aquatic Insects,N/A
STTD,2/10/2000 11:30,45459/1/1,Araneida,1,1,Terrestrial Non-Insects,N/A
STTD,2/10/2000 11:30,45459/1/1,Hemiptera,2,2,Terrestrial Insects,N/A
STTD,2/10/2000 11:30,45459/1/1,Crangonyctidae,1,1,Aquatic Non-Insects,N/A
STTD,2/10/2000 11:30,45459/1/1,Chironomidae,17,17,Aquatic Insects,N/A
STTD,2/10/2000 11:30,45459/1/1,Corophiidae,1,1,Aquatic Non-Insects,N/A
STTD,2/10/2000 11:30,45459/1/1,Dytiscidae,1,1,Aquatic Insects,N/A
STTD,2/10/2000 11:30,45459/1/1,Corixidae,48,48,Aquatic Insects,N/A
STTD,2/16/2000 10:04,45465/1/1,Caenidae,1,1,Aquatic Insects,N/A
STTD,2/16/2000 10:04,45465/1/1,Hydropsychidae,1,1,Aquatic Insects,N/A
STTD,2/16/2000 10:04,45465/1/1,Hemiptera,12,10,Terrestrial Insects,N/A
STTD,2/16/2000 10:04,45465/1/1,Hemiptera,12,2,Terrestrial Insects,N/A
STTD,2/16/2000 10:04,45465/1/1,Hymenoptera,6,6,Terrestrial Insects,N/A
STTD,2/16/2000 10:04,45465/1/1,Naididae,42,9,Aquatic Non-Insects,N/A
STTD,2/16/2000 10:04,45465/1/1,Naididae,42,33,Aquatic Non-Insects,N/A
STTD,2/16/2000 10:04,45465/1/1,Enchytraeidae,11,11,Aquatic Non-Insects,N/A
STTD,2/16/2000 10:04,45465/1/1,Sabellidae,1,1,Aquatic Non-Insects,N/A
STTD,2/16/2000 10:04,45465/1/1,Gammaridae,2,2,Aquatic Non-Insects,N/A
STTD,2/16/2000 10:04,45465/1/1,Corixidae,104,104,Aquatic Insects,N/A
STTD,2/16/2000 10:04,45465/1/1,Ephydridae,17,17,Aquatic Insects,N/A
STTD,2/16/2000 10:04,45465/1/1,Dytiscidae,15,15,Aquatic Insects,N/A
STTD,2/16/2000 10:04,45465/1/1,Sciomyzidae,1,1,Aquatic Insects,N/A
STTD,2/16/2000 10:04,45465/1/1,Cyprididae,1,1,Aquatic Non-Insects,N/A
STTD,2/16/2000 10:04,45465/1/1,Psocoptera,2,2,Terrestrial Insects,N/A
STTD,2/16/2000 10:04,45465/1/1,Collembola,28,28,Terrestrial Non-Insects,N/A
STTD,2/16/2000 10:04,45465/1/1,Mysidae,2,2,Aquatic Non-Insects,N/A
STTD,2/16/2000 10:04,45465/1/1,Notonectidae,2,2,Aquatic Insects,N/A
STTD,2/16/2000 10:04,45465/1/1,Libellulidae,2,2,Aquatic Insects,N/A
STTD,2/16/2000 10:04,45465/1/1,Lepidoptera,1,1,Terrestrial Insects,N/A
STTD,2/16/2000 10:04,45465/1/1,Coleoptera,201,201,Terrestrial Insects,N/A
STTD,2/16/2000 10:04,45465/1/1,Dorylaimidae,2,2,Aquatic Non-Insects,N/A
STTD,2/16/2000 10:04,45465/1/1,Crangonyctidae,22,22,Aquatic Non-Insects,N/A
STTD,2/16/2000 10:04,45465/1/1,Araneida,5,5,Terrestrial Non-Insects,N/A
STTD,2/16/2000 10:04,45465/1/1,Corophiidae,12,12,Aquatic Non-Insects,N/A
STTD,2/16/2000 10:04,45465/1/1,Helophoridae,1,1,Aquatic Insects,N/A
STTD,2/16/2000 10:04,45465/1/1,Physidae,29,29,Aquatic Non-Insects,N/A
STTD,2/16/2000 10:04,45465/1/1,Chironomidae,268,268,Aquatic Insects,N/A
STTD,2/16/2000 10:04,45465/1/1,Ceratopogonidae,2,2,Aquatic Insects,N/A
STTD,2/25/2000 10:36,45468/1/1,Lepidoptera,5,5,Terrestrial Insects,N/A
STTD,2/25/2000 10:36,45468/1/1,Physidae,4,4,Aquatic Non-Insects,N/A
STTD,2/25/2000 10:36,45468/1/1,Chironomidae,41,41,Aquatic Insects,N/A
STTD,2/25/2000 10:36,45468/1/1,Dytiscidae,29,29,Aquatic Insects,N/A
STTD,2/25/2000 10:36,45468/1/1,Corophiidae,4,4,Aquatic Non-Insects,N/A
STTD,2/25/2000 10:36,45468/1/1,Crangonyctidae,1,1,Aquatic Non-Insects,N/A
STTD,2/25/2000 10:36,45468/1/1,Ceratopogonidae,6,6,Aquatic Insects,N/A
STTD,2/25/2000 10:36,45468/1/1,Enchytraeidae,80,80,Aquatic Non-Insects,N/A
STTD,2/25/2000 10:36,45468/1/1,Corixidae,4,4,Aquatic Insects,N/A
STTD,2/25/2000 10:36,45468/1/1,Hydraenidae,1,1,Aquatic Insects,N/A
STTD,2/25/2000 10:36,45468/1/1,Ephydridae,12,12,Aquatic Insects,N/A
STTD,2/25/2000 10:36,45468/1/1,Geophilomorpha,1,1,Terrestrial Non-Insects,N/A
STTD,2/25/2000 10:36,45468/1/1,Coleoptera,66,66,Terrestrial Insects,N/A
STTD,2/25/2000 10:36,45468/1/1,Araneida,10,10,Terrestrial Non-Insects,N/A
STTD,2/25/2000 10:36,45468/1/1,Collembola,5,5,Terrestrial Non-Insects,N/A
STTD,2/25/2000 10:36,45468/1/1,Helophoridae,5,5,Aquatic Insects,N/A
STTD,2/25/2000 10:36,45468/1/1,Mermithidae,1,1,Aquatic Non-Insects,N/A
STTD,2/25/2000 10:36,45468/1/1,Acari,7,7,Terrestrial Non-Insects,N/A
STTD,2/29/2000 11:55,45471/1/1,Enchytraeidae,57,57,Aquatic Non-Insects,N/A
STTD,2/29/2000 11:55,45471/1/1,Hydropsychidae,7,7,Aquatic Insects,N/A
STTD,2/29/2000 11:55,45471/1/1,Collembola,3,3,Terrestrial Non-Insects,N/A
STTD,2/29/2000 11:55,45471/1/1,Araneida,2,2,Terrestrial Non-Insects,N/A
STTD,2/29/2000 11:55,45471/1/1,Hemiptera,5,1,Terrestrial Insects,N/A
STTD,2/29/2000 11:55,45471/1/1,Hemiptera,5,4,Terrestrial Insects,N/A
STTD,2/29/2000 11:55,45471/1/1,Dytiscidae,38,38,Aquatic Insects,N/A
STTD,2/29/2000 11:55,45471/1/1,Chironomidae,175,175,Aquatic Insects,N/A
STTD,2/29/2000 11:55,45471/1/1,Crangonyctidae,1,1,Aquatic Non-Insects,N/A
STTD,2/29/2000 11:55,45471/1/1,Hydraenidae,2,2,Aquatic Insects,N/A
STTD,2/29/2000 11:55,45471/1/1,Lepidoptera,2,2,Terrestrial Insects,N/A
STTD,2/29/2000 11:55,45471/1/1,Sciomyzidae,1,1,Aquatic Insects,N/A
STTD,2/29/2000 11:55,45471/1/1,Ceratopogonidae,7,7,Aquatic Insects,N/A
STTD,2/29/2000 11:55,45471/1/1,Corixidae,4,4,Aquatic Insects,N/A
STTD,2/29/2000 11:55,45471/1/1,Corophiidae,4,4,Aquatic Non-Insects,N/A
STTD,2/29/2000 11:55,45471/1/1,Coleoptera,82,82,Terrestrial Insects,N/A
STTD,2/29/2000 11:55,45471/1/1,Ephydridae,17,17,Aquatic Insects,N/A
STTD,3/8/2000 11:52,45477/1/1,Sabellidae,1,1,Aquatic Non-Insects,N/A
STTD,3/8/2000 11:52,45477/1/1,Naididae,2,2,Aquatic Non-Insects,N/A
STTD,3/8/2000 11:52,45477/1/1,Geophilomorpha,1,1,Terrestrial Non-Insects,N/A
STTD,3/8/2000 11:52,45477/1/1,Mermithidae,3,3,Aquatic Non-Insects,N/A
STTD,3/8/2000 11:52,45477/1/1,Enchytraeidae,8,8,Aquatic Non-Insects,N/A
STTD,3/8/2000 11:52,45477/1/1,Cyprididae,4,4,Aquatic Non-Insects,N/A
STTD,3/8/2000 11:52,45477/1/1,Hygrobatidae,1,1,Aquatic Non-Insects,N/A
STTD,3/8/2000 11:52,45477/1/1,Crangonyctidae,5,5,Aquatic Non-Insects,N/A
STTD,3/8/2000 11:52,45477/1/1,Physidae,80,80,Aquatic Non-Insects,N/A
STTD,3/8/2000 11:52,45477/1/1,Chironomidae,674,674,Aquatic Insects,N/A
STTD,3/8/2000 11:52,45477/1/1,Dytiscidae,28,28,Aquatic Insects,N/A
STTD,3/8/2000 11:52,45477/1/1,Diptera,7,7,Terrestrial Insects,N/A
STTD,3/8/2000 11:52,45477/1/1,Araneae,13,13,Terrestrial Non-Insects,N/A
STTD,3/8/2000 11:52,45477/1/1,Acari,1,1,Terrestrial Non-Insects,N/A
STTD,3/8/2000 11:52,45477/1/1,Coleoptera,59,59,Terrestrial Insects,N/A
STTD,3/8/2000 11:52,45477/1/1,Corophiidae,41,41,Aquatic Non-Insects,N/A
STTD,3/8/2000 11:52,45477/1/1,Coenagrionidae,1,1,Aquatic Insects,N/A
STTD,3/8/2000 11:52,45477/1/1,Araneida,72,72,Terrestrial Non-Insects,N/A
STTD,3/8/2000 11:52,45477/1/1,Sciomyzidae,1,1,Aquatic Insects,N/A
STTD,3/8/2000 11:52,45477/1/1,Psocoptera,3,3,Terrestrial Insects,N/A
STTD,3/8/2000 11:52,45477/1/1,Hydropsychidae,3,3,Aquatic Insects,N/A
STTD,3/8/2000 11:52,45477/1/1,Corixidae,48,48,Aquatic Insects,N/A
STTD,3/8/2000 11:52,45477/1/1,Ephydridae,62,62,Aquatic Insects,N/A
STTD,3/8/2000 11:52,45477/1/1,Collembola,8,8,Terrestrial Non-Insects,N/A
STTD,3/8/2000 11:52,45477/1/1,Lepidoptera,4,4,Terrestrial Insects,N/A
STTD,3/8/2000 11:52,45477/1/1,Hemiptera,23,19,Terrestrial Insects,N/A
STTD,3/8/2000 11:52,45477/1/1,Hemiptera,23,4,Terrestrial Insects,N/A
STTD,3/8/2000 11:52,45477/1/1,Hymenoptera,17,17,Terrestrial Insects,N/A
STTD,3/8/2000 11:52,45477/1/1,Ceratopogonidae,125,125,Aquatic Insects,N/A
STTD,3/15/2000 11:37,45483/1/1,Ceratopogonidae,2,2,Aquatic Insects,N/A
STTD,3/15/2000 11:37,45483/1/1,Crangonyctidae,8,8,Aquatic Non-Insects,N/A
STTD,3/15/2000 11:37,45483/1/1,Dytiscidae,3,3,Aquatic Insects,N/A
STTD,3/15/2000 11:37,45483/1/1,Hydraenidae,1,1,Aquatic Insects,N/A
STTD,3/15/2000 11:37,45483/1/1,Corophiidae,18,18,Aquatic Non-Insects,N/A
STTD,3/15/2000 11:37,45483/1/1,Cyprididae,9,9,Aquatic Non-Insects,N/A
STTD,3/15/2000 11:37,45483/1/1,Corixidae,15,15,Aquatic Insects,N/A
STTD,3/15/2000 11:37,45483/1/1,Ephydridae,1,1,Aquatic Insects,N/A
STTD,3/15/2000 11:37,45483/1/1,Coleoptera,9,9,Terrestrial Insects,N/A
STTD,3/15/2000 11:37,45483/1/1,Araneida,8,8,Terrestrial Non-Insects,N/A
STTD,3/15/2000 11:37,45483/1/1,Hymenoptera,3,3,Terrestrial Insects,N/A
STTD,3/15/2000 11:37,45483/1/1,Chironomidae,109,109,Aquatic Insects,N/A
STTD,3/15/2000 11:37,45483/1/1,Naididae,5,5,Aquatic Non-Insects,N/A
STTD,3/15/2000 11:37,45483/1/1,Hemiptera,1,1,Terrestrial Insects,N/A
STTD,3/15/2000 11:37,45483/1/1,Physidae,35,35,Aquatic Non-Insects,N/A
STTD,3/21/2000 8:45,45492/1/1,Corophiidae,19,19,Aquatic Non-Insects,N/A
STTD,3/21/2000 8:45,45492/1/1,Baetidae,1,1,Aquatic Insects,N/A
STTD,3/21/2000 8:45,45492/1/1,Ephydridae,3,3,Aquatic Insects,N/A
STTD,3/21/2000 8:45,45492/1/1,Crangonyctidae,37,37,Aquatic Non-Insects,N/A
STTD,3/21/2000 8:45,45492/1/1,Physidae,4,4,Aquatic Non-Insects,N/A
STTD,3/21/2000 8:45,45492/1/1,Enchytraeidae,1,1,Aquatic Non-Insects,N/A
STTD,3/21/2000 8:45,45492/1/1,Corixidae,8,8,Aquatic Insects,N/A
STTD,3/21/2000 8:45,45492/1/1,Chironomidae,48,48,Aquatic Insects,N/A
STTD,3/21/2000 8:45,45492/1/1,Naididae,2,2,Aquatic Non-Insects,N/A
STTD,3/21/2000 8:45,45492/1/1,Cyprididae,4,4,Aquatic Non-Insects,N/A
STTD,3/21/2000 8:45,45492/1/1,Hydropsychidae,1,1,Aquatic Insects,N/A
STTD,1/30/2001 11:01,45501/1/1,Lepidoptera,1,1,Terrestrial Insects,N/A
STTD,1/30/2001 11:01,45501/1/1,Dytiscidae,1,1,Aquatic Insects,N/A
STTD,1/30/2001 11:01,45501/1/1,Coenagrionidae,1,1,Aquatic Insects,N/A
STTD,1/30/2001 11:01,45501/1/1,Chironomidae,9,9,Aquatic Insects,N/A
STTD,1/30/2001 11:01,45501/1/1,Naididae,3,3,Aquatic Non-Insects,N/A
STTD,1/30/2001 11:01,45501/1/1,Hydridae,18,18,Aquatic Non-Insects,N/A
STTD,1/30/2001 11:01,45501/1/1,Hemiptera,1,1,Terrestrial Insects,N/A
STTD,1/30/2001 11:01,45501/1/1,Physidae,2,2,Aquatic Non-Insects,N/A
STTD,1/30/2001 11:01,45501/1/1,Corophiidae,76,76,Aquatic Non-Insects,N/A
STTD,1/30/2001 11:01,45501/1/1,Gammaridae,21,21,Aquatic Non-Insects,N/A
STTD,1/30/2001 11:01,45501/1/1,Collembola,1,1,Terrestrial Non-Insects,N/A
STTD,1/30/2001 11:01,45501/1/1,Corixidae,7,7,Aquatic Insects,N/A
STTD,2/16/2001 16:10,45510/1/1,Diptera,3,3,Terrestrial Insects,N/A
STTD,2/16/2001 16:10,45510/1/1,Naididae,1,1,Aquatic Non-Insects,N/A
STTD,2/16/2001 16:10,45510/1/1,Hemiptera,3,3,Terrestrial Insects,N/A
STTD,2/16/2001 16:10,45510/1/1,Physidae,6,6,Aquatic Non-Insects,N/A
STTD,2/16/2001 16:10,45510/1/1,Notonectidae,1,1,Aquatic Insects,N/A
STTD,2/16/2001 16:10,45510/1/1,Coenagrionidae,1,1,Aquatic Insects,N/A
STTD,2/16/2001 16:10,45510/1/1,Hydridae,1,1,Aquatic Non-Insects,N/A
STTD,2/16/2001 16:10,45510/1/1,Ephydridae,10,10,Aquatic Insects,N/A
STTD,2/16/2001 16:10,45510/1/1,Corophiidae,1,1,Aquatic Non-Insects,N/A
STTD,2/16/2001 16:10,45510/1/1,Collembola,27,27,Terrestrial Non-Insects,N/A
STTD,2/16/2001 16:10,45510/1/1,Hymenoptera,5,5,Terrestrial Insects,N/A
STTD,2/16/2001 16:10,45510/1/1,Araneida,3,3,Terrestrial Non-Insects,N/A
STTD,2/16/2001 16:10,45510/1/1,Coleoptera,32,32,Terrestrial Insects,N/A
STTD,2/16/2001 16:10,45510/1/1,Enchytraeidae,1,1,Aquatic Non-Insects,N/A
STTD,2/16/2001 16:10,45510/1/1,Corixidae,9,9,Aquatic Insects,N/A
STTD,2/16/2001 16:10,45510/1/1,Ceratopogonidae,12,12,Aquatic Insects,N/A
STTD,2/16/2001 16:10,45510/1/1,Psocoptera,1,1,Terrestrial Insects,N/A
STTD,2/16/2001 16:10,45510/1/1,Chironomidae,81,81,Aquatic Insects,N/A
STTD,2/28/2001 12:30,45513/1/1,Hydridae,4,4,Aquatic Non-Insects,N/A
STTD,2/28/2001 12:30,45513/1/1,Diptera,1,1,Terrestrial Insects,N/A
STTD,2/28/2001 12:30,45513/1/1,Coleoptera,1,1,Terrestrial Insects,N/A
STTD,2/28/2001 12:30,45513/1/1,Collembola,5,5,Terrestrial Non-Insects,N/A
STTD,2/28/2001 12:30,45513/1/1,Corophiidae,11,11,Aquatic Non-Insects,N/A
STTD,2/28/2001 12:30,45513/1/1,Naididae,23,22,Aquatic Non-Insects,N/A
STTD,2/28/2001 12:30,45513/1/1,Naididae,23,1,Aquatic Non-Insects,N/A
STTD,2/28/2001 12:30,45513/1/1,Psocoptera,1,1,Terrestrial Insects,N/A
STTD,2/28/2001 12:30,45513/1/1,Mermithidae,1,1,Aquatic Non-Insects,N/A
STTD,2/28/2001 12:30,45513/1/1,Notonectidae,1,1,Aquatic Insects,N/A
STTD,2/28/2001 12:30,45513/1/1,Chironomidae,13,13,Aquatic Insects,N/A
STTD,2/28/2001 12:30,45513/1/1,Sabellidae,1,1,Aquatic Non-Insects,N/A
STTD,3/15/2001 10:15,45519/1/1,Caenidae,1,1,Aquatic Insects,N/A
STTD,3/15/2001 10:15,45519/1/1,Corophiidae,1,1,Aquatic Non-Insects,N/A
STTD,3/15/2001 10:15,45519/1/1,Coleoptera,1,1,Terrestrial Insects,N/A
STTD,3/15/2001 10:15,45519/1/1,Hydridae,1,1,Aquatic Non-Insects,N/A
STTD,3/15/2001 10:15,45519/1/1,Ephydridae,1,1,Aquatic Insects,N/A
STTD,3/15/2001 10:15,45519/1/1,Hymenoptera,4,4,Terrestrial Insects,N/A
STTD,3/15/2001 10:15,45519/1/1,Coenagrionidae,4,4,Aquatic Insects,N/A
STTD,3/15/2001 10:15,45519/1/1,Chaoboridae,1,1,Aquatic Insects,N/A
STTD,3/15/2001 10:15,45519/1/1,Naididae,4,4,Aquatic Non-Insects,N/A
STTD,3/15/2001 10:15,45519/1/1,Collembola,1,1,Terrestrial Non-Insects,N/A
STTD,3/15/2001 10:15,45519/1/1,Chironomidae,82,82,Aquatic Insects,N/A
STTD,3/15/2001 10:15,45519/1/1,Ceratopogonidae,1,1,Aquatic Insects,N/A
STTD,3/15/2001 10:15,45519/1/1,Sabellidae,1,1,Aquatic Non-Insects,N/A
STTD,3/15/2001 10:15,45519/1/1,Corixidae,9,9,Aquatic Insects,N/A
STTD,3/19/2001 9:33,45528/1/1,Haliplidae,1,1,Aquatic Insects,N/A
STTD,3/19/2001 9:33,45528/1/1,Lumbricina,1,1,Aquatic Non-Insects,N/A
STTD,3/19/2001 9:33,45528/1/1,Coenagrionidae,10,10,Aquatic Insects,N/A
STTD,3/19/2001 9:33,45528/1/1,Naididae,1,1,Aquatic Non-Insects,N/A
STTD,3/19/2001 9:33,45528/1/1,Corixidae,34,34,Aquatic Insects,N/A
STTD,3/19/2001 9:33,45528/1/1,Ceratopogonidae,10,10,Aquatic Insects,N/A
STTD,3/19/2001 9:33,45528/1/1,Araneida,4,4,Terrestrial Non-Insects,N/A
STTD,3/19/2001 9:33,45528/1/1,Hymenoptera,4,4,Terrestrial Insects,N/A
STTD,3/19/2001 9:33,45528/1/1,Lepidoptera,3,3,Terrestrial Insects,N/A
STTD,3/19/2001 9:33,45528/1/1,Ephydridae,9,9,Aquatic Insects,N/A
STTD,3/19/2001 9:33,45528/1/1,Physidae,135,135,Aquatic Non-Insects,N/A
STTD,3/19/2001 9:33,45528/1/1,Hemiptera,6,6,Terrestrial Insects,N/A
STTD,3/19/2001 9:33,45528/1/1,Tabanidae,1,1,Aquatic Insects,N/A
STTD,3/19/2001 9:33,45528/1/1,Hydraenidae,1,1,Aquatic Insects,N/A
STTD,3/19/2001 9:33,45528/1/1,Collembola,5,5,Terrestrial Non-Insects,N/A
STTD,3/19/2001 9:33,45528/1/1,Coleoptera,26,26,Terrestrial Insects,N/A
STTD,3/19/2001 9:33,45528/1/1,Diptera,1,1,Terrestrial Insects,N/A
STTD,3/19/2001 9:33,45528/1/1,Notonectidae,1,1,Aquatic Insects,N/A
STTD,3/19/2001 9:33,45528/1/1,Dytiscidae,5,5,Aquatic Insects,N/A
STTD,3/19/2001 9:33,45528/1/1,Chironomidae,157,157,Aquatic Insects,N/A
STTD,3/19/2001 9:33,45528/1/1,Culicidae,1,1,Aquatic Insects,N/A
STTD,3/19/2001 9:33,45528/1/1,Crangonyctidae,8,8,Aquatic Non-Insects,N/A
STTD,3/19/2001 9:33,45528/1/1,Enchytraeidae,8,8,Aquatic Non-Insects,N/A
STTD,3/19/2001 9:33,45528/1/1,Hydrophilidae,1,1,Aquatic Insects,N/A
STTD,3/19/2001 9:33,45528/1/1,Hydridae,1,1,Aquatic Non-Insects,N/A
STTD,4/4/2001 11:31,45531/1/1,Collembola,1,1,Terrestrial Non-Insects,N/A
STTD,4/4/2001 11:31,45531/1/1,Psychodidae,1,1,Aquatic Insects,N/A
STTD,4/4/2001 11:31,45531/1/1,Notonectidae,6,6,Aquatic Insects,N/A
STTD,4/4/2001 11:31,45531/1/1,Chironomidae,1,1,Aquatic Insects,N/A
STTD,4/4/2001 11:31,45531/1/1,Hemiptera,1,1,Terrestrial Insects,N/A
STTD,4/4/2001 11:31,45531/1/1,Corixidae,1,1,Aquatic Insects,N/A
STTD,4/24/2001 9:20,45543/1/1,Corixidae,2,2,Aquatic Insects,N/A
STTD,4/24/2001 9:20,45543/1/1,Corophiidae,1,1,Aquatic Non-Insects,N/A
STTD,4/24/2001 9:20,45543/1/1,Helophoridae,6,6,Aquatic Insects,N/A
STTD,4/24/2001 9:20,45543/1/1,Hydraenidae,8,8,Aquatic Insects,N/A
STTD,4/24/2001 9:20,45543/1/1,Hydridae,8,8,Aquatic Non-Insects,N/A
STTD,4/24/2001 9:20,45543/1/1,Collembola,235,235,Terrestrial Non-Insects,N/A
STTD,4/24/2001 9:20,45543/1/1,Psocoptera,26,26,Terrestrial Insects,N/A
STTD,4/24/2001 9:20,45543/1/1,Chironomidae,147,147,Aquatic Insects,N/A
STTD,4/24/2001 9:20,45543/1/1,Araneida,7,7,Terrestrial Non-Insects,N/A
STTD,4/24/2001 9:20,45543/1/1,Diptera,7,7,Terrestrial Insects,N/A
STTD,4/24/2001 9:20,45543/1/1,Ephydridae,19,19,Aquatic Insects,N/A
STTD,4/24/2001 9:20,45543/1/1,Thysanura,1,1,Terrestrial Insects,N/A
STTD,4/24/2001 9:20,45543/1/1,Ceratopogonidae,63,63,Aquatic Insects,N/A
STTD,4/24/2001 9:20,45543/1/1,Hymenoptera,64,64,Terrestrial Insects,N/A
STTD,4/24/2001 9:20,45543/1/1,Hydrophilidae,4,4,Aquatic Insects,N/A
STTD,4/24/2001 9:20,45543/1/1,Acari,2,2,Terrestrial Non-Insects,N/A
STTD,4/24/2001 9:20,45543/1/1,Psychomyiidae,1,1,Aquatic Insects,N/A
STTD,4/24/2001 9:20,45543/1/1,Coenagrionidae,1,1,Aquatic Insects,N/A
STTD,4/24/2001 9:20,45543/1/1,Opiliones,5,5,Terrestrial Non-Insects,N/A
STTD,4/24/2001 9:20,45543/1/1,Thysanoptera,5,5,Terrestrial Insects,N/A
STTD,4/24/2001 9:20,45543/1/1,Naididae,3,3,Aquatic Non-Insects,N/A
STTD,4/24/2001 9:20,45543/1/1,Hemiptera,411,411,Terrestrial Insects,N/A
STTD,4/24/2001 9:20,45543/1/1,Dytiscidae,3,3,Aquatic Insects,N/A
STTD,4/24/2001 9:20,45543/1/1,Lepidoptera,2,2,Terrestrial Insects,N/A
STTD,4/24/2001 9:20,45543/1/1,Enchytraeidae,1,1,Aquatic Non-Insects,N/A
STTD,4/24/2001 9:20,45543/1/1,Coleoptera,110,110,Terrestrial Insects,N/A
STTD,5/10/2001 11:10,45546/1/1,Ceratopogonidae,91,91,Aquatic Insects,N/A
STTD,5/10/2001 11:10,45546/1/1,Collembola,4,4,Terrestrial Non-Insects,N/A
STTD,5/10/2001 11:10,45546/1/1,Hymenoptera,13,13,Terrestrial Insects,N/A
STTD,5/10/2001 11:10,45546/1/1,Araneida,17,17,Terrestrial Non-Insects,N/A
STTD,5/10/2001 11:10,45546/1/1,Chironomidae,9,9,Aquatic Insects,N/A
STTD,5/10/2001 11:10,45546/1/1,Crangonidae,1,1,Aquatic Non-Insects,N/A
STTD,5/10/2001 11:10,45546/1/1,Psocoptera,1,1,Terrestrial Insects,N/A
STTD,5/10/2001 11:10,45546/1/1,Diptera,9,9,Terrestrial Insects,N/A
STTD,5/10/2001 11:10,45546/1/1,Hemiptera,22,22,Terrestrial Insects,N/A
STTD,5/10/2001 11:10,45546/1/1,Tipulidae,1,1,Aquatic Insects,N/A
STTD,5/10/2001 11:10,45546/1/1,Naididae,3,3,Aquatic Non-Insects,N/A
STTD,5/10/2001 11:10,45546/1/1,Ephydridae,3,3,Aquatic Insects,N/A
STTD,5/10/2001 11:10,45546/1/1,Coleoptera,8,8,Terrestrial Insects,N/A
STTD,5/10/2001 11:10,45546/1/1,Asellidae,1,1,Aquatic Non-Insects,N/A
STTD,5/10/2001 11:10,45546/1/1,Hydraenidae,1,1,Aquatic Insects,N/A
STTD,1/8/2002 13:01,45561/1/1,Crangonyctidae,23,23,Aquatic Non-Insects,N/A
STTD,1/8/2002 13:01,45561/1/1,Aeshnidae,1,1,Aquatic Insects,N/A
STTD,1/8/2002 13:01,45561/1/1,Chilopoda,1,1,Terrestrial Non-Insects,N/A
STTD,1/8/2002 13:01,45561/1/1,Acari,1,1,Terrestrial Non-Insects,N/A
STTD,1/8/2002 13:01,45561/1/1,Psocoptera,1,1,Terrestrial Insects,N/A
STTD,1/8/2002 13:01,45561/1/1,Erpobdellidae,1,1,Aquatic Non-Insects,N/A
STTD,1/8/2002 13:01,45561/1/1,Ephydridae,11,11,Aquatic Insects,N/A
STTD,1/8/2002 13:01,45561/1/1,Collembola,4,4,Terrestrial Non-Insects,N/A
STTD,1/8/2002 13:01,45561/1/1,Notonectidae,1,1,Aquatic Insects,N/A
STTD,1/8/2002 13:01,45561/1/1,Coenagrionidae,5,5,Aquatic Insects,N/A
STTD,1/8/2002 13:01,45561/1/1,Physidae,250,250,Aquatic Non-Insects,N/A
STTD,1/8/2002 13:01,45561/1/1,Naididae,29,26,Aquatic Non-Insects,N/A
STTD,1/8/2002 13:01,45561/1/1,Naididae,29,3,Aquatic Non-Insects,N/A
STTD,1/8/2002 13:01,45561/1/1,Araneida,1,1,Terrestrial Non-Insects,N/A
STTD,1/8/2002 13:01,45561/1/1,Chironomidae,56,56,Aquatic Insects,N/A
STTD,1/8/2002 13:01,45561/1/1,Coleoptera,34,34,Terrestrial Insects,N/A
STTD,1/8/2002 13:01,45561/1/1,Cyprididae,23,23,Aquatic Non-Insects,N/A
STTD,1/8/2002 13:01,45561/1/1,Ceratopogonidae,4,4,Aquatic Insects,N/A
STTD,1/8/2002 13:01,45561/1/1,Culicidae,42,42,Aquatic Insects,N/A
STTD,1/8/2002 13:01,45561/1/1,Chaoboridae,1,1,Aquatic Insects,N/A
STTD,1/8/2002 13:01,45561/1/1,Hydrophilidae,8,8,Aquatic Insects,N/A
STTD,1/8/2002 13:01,45561/1/1,Hydraenidae,6,6,Aquatic Insects,N/A
