InvertCatchID,InvertDataID,OrganismID,Count,InvertCode,Classification,Order,Family,Larvae,Pupae,Nymphs,Emergents,Adults,NA
405,47,73,4,21-105,Terrestrial,Lepidoptera,,,,,,,
406,47,63,59,21-105,Terrestrial,Coleoptera,,,,,,,
407,47,64,7,21-105,Terrestrial,Diptera,,,,,,,
408,47,66,17,21-105,Terrestrial,Hymenoptera,,,,,,,
409,47,57,1,21-105,Terrestrial,Acari,,,,,,,
410,47,58,72,21-105,Terrestrial,Araneida,,,,,,,
411,29,4,5,21-106,Other Aquatic,,Naididae,,,,,,
412,29,14,9,21-106,Zooplankton,Ostracoda,cyprididae,,,,,,
413,29,9,18,21-106,Zooplankton,Amphipoda,Corophiidae,,,,,,
414,29,10,8,21-106,Zooplankton,Amphipoda,Crangonyctidae,,,,,,
415,29,44,15,21-106,Insect,Hemiptera,Corixidae,,,,,,
416,29,30,3,21-106,Insect,Coleoptera,Dytiscidae,,,,,,
417,29,52,1,21-106,Insect,Coleoptera,hydraenidae,,,,,,
418,29,32,2,21-106,Insect,Diptera,Ceratopogonidae,,,,,,
419,29,34,109,21-106,Insect,Diptera,Chironomidae,,,,,,
420,29,36,1,21-106,Insect,Diptera,Ephydridae,,,,,,
421,29,20,35,21-106,Other Aquatic,,Physidae,,,,,,
426,29,71,1,21-106,Terrestrial,Hemiptera,,,,,,,
429,29,63,9,21-106,Terrestrial,Coleoptera,,,,,,,
431,29,66,3,21-106,Terrestrial,Hymenoptera,,,,,,,
433,29,58,8,21-106,Terrestrial,Araneida,,,,,,,
434,30,4,2,21-107,Other Aquatic,,Naididae,,,,,,
435,30,2,1,21-107,Other Aquatic,,Enchytraeidae,,,,,,
436,30,14,4,21-107,Zooplankton,Ostracoda,cyprididae,,,,,,
437,30,9,19,21-107,Zooplankton,Amphipoda,Corophiidae,,,,,,
438,30,10,37,21-107,Zooplankton,Amphipoda,Crangonyctidae,,,,,,
439,30,41,1,21-107,Insect,Ephemeroptera,Baetidae,,,,,,
440,30,44,8,21-107,Insect,Hemiptera,Corixidae,,,,,,
441,30,48,1,21-107,Insect,Coleoptera,Hydropsychidae,,,,,,
442,30,34,48,21-107,Insect,Diptera,Chironomidae,,,,,,
443,30,20,4,21-107,Other Aquatic,,Physidae,,,,,,
444,31,43,1,11-102,Insect,Ephemeroptera,Heptageniidae,,,,,,
445,45,10,1,11-106,Insect,Amphipoda,Crangonyctidae,,,,,,
446,30,36,3,21-107,Insect,Diptera,Ephydridae,,,,,,
447,49,18,18,21-201,Other Aquatic,,Hydridae,,,,,,
448,49,4,3,21-201,Other Aquatic,,Naididae,,,,,,
449,49,9,76,21-201,Zooplankton,Amphipoda,Corophiidae,,,,,,
450,49,11,21,21-201,Zooplankton,Amphipoda,Gammeridae,,,,,,
451,49,46,1,21-201,Insect,Odonata,Coenagrionidae,,,,,,
452,49,44,7,21-201,Insect,Hemiptera,Corixidae,,,,,,
453,49,30,1,21-201,Insect,Coleoptera,Dytiscidae,,,,,,
454,49,34,9,21-201,Insect,Diptera,Chironomidae,,,,,,
455,49,20,2,21-201,Other Aquatic,,Physidae,,,,,,
457,49,68,1,21-201,Terrestrial,Collembola,,,,,,,
458,49,71,1,21-201,Terrestrial,Hemiptera,,,,,,,
459,49,73,1,21-201,Terrestrial,Lepidoptera,,,,,,,
460,50,18,1,21-202,Other Aquatic,,Hydridae,,,,,,
461,50,4,1,21-202,Other Aquatic,,Naididae,,,,,,
462,50,2,1,21-202,Other Aquatic,,Enchytraeidae,,,,,,
463,50,9,1,21-202,Zooplankton,Amphipoda,Corophiidae,,,,,,
464,50,46,1,21-202,Insect,Odonata,Coenagrionidae,,,,,,
465,50,44,9,21-202,Insect,Hemiptera,Corixidae,,,,,,
466,50,45,1,21-202,Insect,Hemiptera,Notonectidae,,,,,,
467,50,32,12,21-202,Insect,Diptera,Ceratopogonidae,,,,,,
468,50,34,81,21-202,Insect,Diptera,Chironomidae,,,,,,
469,50,36,10,21-202,Insect,Diptera,Ephydridae,,,,,,
470,50,20,6,21-202,Other Aquatic,,Physidae,,,,,,
472,50,68,27,21-202,Terrestrial,Collembola,,,,,,,
473,50,67,1,21-202,Terrestrial,Psocoptera,,,,,,,
474,50,71,3,21-202,Terrestrial,Hemiptera,,,,,,,
475,50,63,32,21-202,Terrestrial,Coleoptera,,,,,,,
476,50,66,5,21-202,Terrestrial,Hymenoptera,,,,,,,
477,50,64,3,21-202,Terrestrial,Diptera,,,,,,,
478,50,58,3,21-202,Terrestrial,Araneida,,,,,,,
479,51,18,4,21-203,Other Aquatic,,Hydridae,,,,,,
480,51,24,1,21-203,Other Aquatic,,Mermithidae,,,,,,
481,51,4,22,21-203,Other Aquatic,,Naididae,,,,,,
482,51,5,1,21-203,Other Aquatic,,Tubificidae,,,,,,
483,51,8,1,21-203,Other Aquatic,,Sabellidae,,,,,,
484,51,9,11,21-203,Zooplankton,Amphipoda,Corophiidae,,,,,,
485,51,45,1,21-203,Insect,Hemiptera,Notonectidae,,,,,,
486,51,34,13,21-203,Insect,Diptera,Chironomidae,,,,,,
487,51,68,5,21-203,Terrestrial,Collembola,,,,,,,
488,51,67,1,21-203,Terrestrial,Psocoptera,,,,,,,
489,51,63,1,21-203,Terrestrial,Coleoptera,,,,,,,
490,51,64,1,21-203,Terrestrial,Diptera,,,,,,,
491,52,18,1,21-204,Other Aquatic,,Hydridae,,,,,,
492,52,4,4,21-204,Other Aquatic,,Naididae,,,,,,
493,52,8,1,21-204,Other Aquatic,,Sabellidae,,,,,,
494,52,9,1,21-204,Zooplankton,Amphipoda,Corophiidae,,,,,,
495,52,40,1,21-204,Insect,Ephemeroptera,Caenidae,,,,,,
496,52,46,4,21-204,Insect,Odonata,Coenagrionidae,,,,,,
497,52,44,9,21-204,Insect,Hemiptera,Corixidae,,,,,,
498,52,32,1,21-204,Insect,Diptera,Ceratopogonidae,,,,,,
499,52,33,1,21-204,Insect,Diptera,Chaoboridae,,,,,,
500,52,34,82,21-204,Insect,Diptera,Chironomidae,,,,,,
501,52,36,1,21-204,Insect,Diptera,Ephydridae,,,,,,
502,52,68,1,21-204,Terrestrial,Collembola,,,,,,,
503,52,63,1,21-204,Terrestrial,Coleoptera,,,,,,,
504,52,66,4,21-204,Terrestrial,Hymenoptera,,,,,,,
505,53,18,1,21-205,Other Aquatic,,Hydridae,,,,,,
506,53,4,1,21-205,Other Aquatic,,Naididae,,,,,,
507,53,2,8,21-205,Other Aquatic,,Enchytraeidae,,,,,,
508,53,3,1,21-205,Other Aquatic,,Lumbricidae,,,,,,
509,53,10,8,21-205,Zooplankton,Amphipoda,Crangonyctidae,,,,,,
510,53,46,10,21-205,Insect,Odonata,Coenagrionidae,,,,,,
511,53,44,34,21-205,Insect,Hemiptera,Corixidae,,,,,,
512,53,45,1,21-205,Insect,Hemiptera,Notonectidae,,,,,,
513,53,30,5,21-205,Insect,Coleoptera,Dytiscidae,,,,,,
514,53,80,1,21-205,Insect,Coleoptera,Haliplidae,,,,,,
515,53,81,1,21-205,Insect,Coleoptera,Hydrophilidae,,,,,,
516,53,52,1,21-205,Insect,Coleoptera,Hydraenidae,,,,,,
517,53,32,10,21-205,Insect,Diptera,Ceratopogonidae,,,,,,
518,53,34,157,21-205,Insect,Diptera,Chironomidae,,,,,,
519,53,49,1,21-205,Insect,Diptera,Culicidae,,,,,,
520,53,82,1,21-205,Insect,Diptera,Tabanidae,,,,,,
521,53,36,9,21-205,Insect,Diptera,Ephydridae,,,,,,
522,53,20,135,21-205,Other Aquatic,,Physidae,,,,,,
524,53,68,5,21-205,Terrestrial,Collembola,,,,,,,
525,53,71,6,21-205,Terrestrial,Hemiptera,,,,,,,
526,53,73,3,21-205,Terrestrial,Lepidoptera,,,,,,,
527,53,63,26,21-205,Terrestrial,Coleoptera,,,,,,,
528,53,66,4,21-205,Terrestrial,Hymenoptera,,,,,,,
529,53,64,1,21-205,Terrestrial,Diptera,,,,,,,
530,53,58,4,21-205,Terrestrial,Araneida,,,,,,,
531,54,44,1,21-206,Insect,Hemiptera,Corixidae,,,,,,
532,54,45,6,21-206,Insect,Hemiptera,Notonectidae,,,,,,
533,54,34,1,21-206,Insect,Diptera,Chironomidae,,,,,,
534,54,37,1,21-206,Insect,Diptera,Psychodidae,,,,,,
536,54,68,1,21-206,Terrestrial,Collembola,,,,,,,
537,54,71,1,21-206,Terrestrial,Hemiptera,,,,,,,
538,55,18,8,21-207,Other Aquatic,,Hydridae,,,,,,
539,55,4,3,21-207,Other Aquatic,,Naididae,,,,,,
540,55,2,1,21-207,Other Aquatic,,Enchytraeidae,,,,,,
541,55,9,1,21-207,Zooplankton,Amphipoda,Corophiidae,,,,,,
542,55,46,1,21-207,Insect,Odonata,Coenagrionidae,,,,,,
543,55,44,2,21-207,Insect,Hemiptera,Corixidae,,,,,,
544,55,83,1,21-207,Insect,Trichoptera,Psychomyiidae,,,,,,
545,55,30,3,21-207,Insect,Coleoptera,Dytiscidae,,,,,,
546,55,31,6,21-207,Insect,Coleoptera,Helophoridae,,,,,,
547,55,81,4,21-207,Insect,Coleoptera,Hydrophilidae,,,,,,
548,55,52,8,21-207,Insect,Coleoptera,Hydraenidae,,,,,,
549,55,32,63,21-207,Insect,Diptera,Ceratopogonidae,,,,,,
550,55,34,147,21-207,Insect,Diptera,Chironomidae,,,,,,
551,55,36,19,21-207,Insect,Diptera,Ephydridae,,,,,,
553,55,84,1,21-207,Terrestrial,Thysanura,,,,,,,
554,55,68,235,21-207,Terrestrial,Collembola,,,,,,,
555,55,67,26,21-207,Terrestrial,Psocoptera,,,,,,,
556,55,85,5,21-207,Terrestrial,Thysanoptera,,,,,,,
557,55,71,411,21-207,Terrestrial,Hemiptera,,,,,,,
558,55,73,2,21-207,Terrestrial,Lepidoptera,,,,,,,
559,55,63,110,21-207,Terrestrial,Coleoptera,,,,,,,
560,55,66,64,21-207,Terrestrial,Hymenoptera,,,,,,,
561,55,64,7,21-207,Terrestrial,Diptera,,,,,,,
562,55,,1,21-207,Terrestrial,,,,,,,,
563,55,57,2,21-207,Terrestrial,Acari,,,,,,,
564,55,58,7,21-207,Terrestrial,Araneida,,,,,,,
565,55,75,5,21-207,Terrestrial,Phalangida,,,,,,,
566,56,4,3,21-208,Other Aquatic,,Naididae,,,,,,
567,56,86,1,21-208,Other Aquatic,,Asellidae,,,,,,
568,56,87,1,21-208,Zooplankton,Decapoda,Crangonidae,,,,,,
569,56,52,1,21-208,Insect,Coleoptera,Hydraenidae,,,,,,
570,56,32,91,21-208,Insect,Diptera,Ceratopogonidae,,,,,,
571,56,34,9,21-208,Insect,Diptera,Chironomidae,,,,,,
572,56,39,1,21-208,Insect,Diptera,Tipulidae,,,,,,
573,56,36,3,21-208,Insect,Diptera,Ephydridae,,,,,,
575,56,68,4,21-208,Terrestrial,Collembola,,,,,,,
576,56,67,1,21-208,Terrestrial,Psocoptera,,,,,,,
577,56,71,22,21-208,Terrestrial,Hemiptera,,,,,,,
578,56,63,8,21-208,Terrestrial,Coleoptera,,,,,,,
579,56,66,13,21-208,Terrestrial,Hymenoptera,,,,,,,
580,56,64,9,21-208,Terrestrial,Diptera,,,,,,,
581,56,58,17,21-208,Terrestrial,Araneida,,,,,,,
583,58,18,18,11-201,Other Aquatic,,Hydridae,,,,,,
584,58,24,1,11-201,Other Aquatic,,Mermithidae,,,,,,
585,58,4,9,11-201,Other Aquatic,,Naididae,,,,,,
586,58,2,2,11-201,Other Aquatic,,Enchytraeidae,,,,,,
587,58,8,1,11-201,Other Aquatic,,Sabellidae,,,,,,
588,58,9,6,11-201,Zooplankton,Amphipoda,Corophiidae,,,,,,
589,58,11,1,11-201,Zooplankton,Amphipoda,Gammeridae,,,,,,
590,58,34,7,11-201,Insect,Diptera,Chironomidae,,,,,,
591,59,18,1,11-202,Other Aquatic,,Hydridae,,,,,,
592,59,4,1,11-202,Other Aquatic,,Naididae,,,,,,
593,59,32,1,11-202,Insect,Diptera,Ceratopogonidae,,,,,,
594,59,34,5,11-202,Insect,Diptera,Chironomidae,,,,,,
595,60,18,6,11-203,Other Aquatic,,Hydridae,,,,,,
596,60,4,17,11-203,Other Aquatic,,Naididae,,,,,,
597,60,5,2,11-203,Other Aquatic,,Tubificidae,,,,,,
598,60,2,4,11-203,Other Aquatic,,Enchytraeidae,,,,,,
599,60,8,2,11-203,Other Aquatic,,Sabellidae,,,,,,
600,60,9,2,11-203,Zooplankton,Amphipoda,Corophiidae,,,,,,
601,60,46,2,11-203,Insect,Odonata,Coenagrionidae,,,,,,
602,60,34,31,11-203,Insect,Diptera,Chironomidae,,,,,,
603,60,68,4,11-203,Terrestrial,Collembola,,,,,,,
604,60,,1,11-203,Terrestrial,,,,,,,,
605,61,18,3,11-204,Other Aquatic,,Hydridae,,,,,,
606,61,4,1,11-204,Other Aquatic,,Naididae,,,,,,
607,61,5,1,11-204,Other Aquatic,,Tubificidae,,,,,,
608,61,32,2,11-204,Insect,Diptera,Ceratopogonidae,,,,,,
609,61,34,7,11-204,Insect,Diptera,Chironomidae,,,,,,
610,62,18,1,11-205,Other Aquatic,,Hydridae,,,,,,
611,62,9,1,11-205,Zooplankton,Amphipoda,Corophiidae,,,,,,
612,62,43,1,11-205,Insect,Ephemeroptera,Heptageniidae,,,,,,
613,62,44,1,11-205,Insect,Hemiptera,Corixidae,,,,,,
614,62,88,1,11-205,Insect,Trichoptera,Hydroptilidae,,,,,,
615,62,32,1,11-205,Insect,Diptera,Ceratopogonidae,,,,,,
616,62,34,10,11-205,Insect,Diptera,Chironomidae,,,,,,
617,62,67,1,11-205,Terrestrial,Psocoptera,,,,,,,
618,63,34,3,11-207,Insect,Diptera,Chironomidae,,,,,,
619,63,38,1,11-207,Insect,Diptera,Simulidae,,,,,,
620,63,19,1,11-207,Other Aquatic,,Corbiculidae,,,,,,
621,62,19,1,11-205,Other Aquatic,,Corbiculidae,,,,,,
622,63,71,2,11-207,Terrestrial,Hemiptera,,,,,,,
623,63,63,3,11-207,Terrestrial,Coleoptera,,,,,,,
624,64,9,1,11-208,Zooplankton,Amphipoda,Corophiidae,,,,,,
625,64,34,1,11-208,Insect,Diptera,Chironomidae,,,,,,
626,64,19,1,11-208,Other Aquatic,,Corbiculidae,,,,,,
628,107,23,1,1-203,Other Aquatic,,Dorylaimidae,,,,,,
630,107,4,10,1-203,Other Aquatic,,Naididae,,,,,,
631,107,5,3,1-203,Other Aquatic,,Tubificidae,,,,,,
632,107,2,4,1-203,Other Aquatic,,Enchytraeidae,,,,,,
633,107,14,2,1-203,Zooplankton,Ostracoda,Cypridae,,,,,,
634,107,13,1,1-203,Zooplankton,Mysidacea,Mysidae,,,,,,
635,107,9,2,1-203,Zooplankton,Amphipoda,Corophiidae,,,,,,
636,107,41,1,1-203,Insect,Ephemeroptera,Baetidae,,,,,,
637,107,40,1,1-203,Insect,Ephemeroptera,Caenidae,,,,,,
638,107,46,4,1-203,Insect,Odonata,Coenagrionidae,,,,,,
639,107,34,88,1-203,Insect,Diptera,Chironomidae,,,,,,
640,107,49,1,1-203,Insect,Diptera,Culicidae,,,,,,
641,107,38,1,1-203,Insect,Diptera,Simulidae,,,,,,
642,107,36,3,1-203,Insect,Diptera,Ephydridae,,,,,,
643,107,77,2,1-203,Other Aquatic,Hydrachnida,Hygrobatidae,,,,,,
644,107,68,7,1-203,Terrestrial,Collembola,,,,,,,
645,107,64,2,1-203,Terrestrial,Diptera,,,,,,,
646,107,66,9,1-203,Terrestrial,Hymenoptera,,,,,,,
647,107,58,1,1-203,Terrestrial,Araneida,,,,,,,
648,108,23,1,1-204,Other Aquatic,,Dorylaimidae,,,,,,
649,108,4,60,1-204,Other Aquatic,,Naididae,,,,,,
650,108,5,4,1-204,Other Aquatic,,Tubificidae,,,,,,
651,108,2,2,1-204,Other Aquatic,,Enchytraeidae,,,,,,
652,108,90,1,1-204,Other Aquatic,,Glossoscolecidae,,,,,,
653,108,91,1,1-204,Other Aquatic,,Erpobdellidae,,,,,,
654,108,14,8,1-204,Zooplankton,Ostracoda,Cypridae,,,,,,
655,108,9,11,1-204,Zooplankton,Amphipoda,Corophiidae,,,,,,
656,108,10,3,1-204,Zooplankton,Amphipoda,Crangonyctidae,,,,,,
657,108,11,1,1-204,Zooplankton,Amphipoda,Gammeridae,,,,,,
658,108,41,5,1-204,Insect,Ephemeroptera,Baetidae,,,,,,
659,108,40,7,1-204,Insect,Ephemeroptera,Caenidae,,,,,,
660,108,42,1,1-204,Insect,Ephemeroptera,Ephemerellidae,,,,,,
661,108,46,3,1-204,Insect,Odonata,Coenagrionidae,,,,,,
662,108,92,2,1-204,Insect,Odonata,Aeshnidae,,,,,,
663,108,93,1,1-204,Insect,Plecoptera,Capniidae,,,,,,
664,108,32,3,1-204,Insect,Diptera,Ceratopogonidae,,,,,,
665,108,34,20,1-204,Insect,Diptera,Chironomidae,,,,,,
666,108,38,2,1-204,Insect,Diptera,Simulidae,,,,,,
667,108,36,1,1-204,Insect,Diptera,Ephydridae,,,,,,
668,108,77,1,1-204,Other Aquatic,Hydrachnida,Hygrobatidae,,,,,,
669,108,94,1,1-204,Other Aquatic,Hydrachnida,Unionicolidae,,,,,,
670,108,19,1,1-204,Other Aquatic,Hydrachnida,Corbiculidae,,,,,,
671,108,59,1,1-204,Terrestrial,Geophilomorpha,,,,,,,
672,108,61,1,1-204,Terrestrial,Isopoda,,,,,,,
673,108,68,14,1-204,Terrestrial,Collembola,,,,,,,
674,108,73,1,1-204,Terrestrial,Lepidoptera,,,,,,,
675,108,63,2,1-204,Terrestrial,Coleoptera,,,,,,,
676,108,64,1,1-204,Terrestrial,Diptera,,,,,,,
677,108,66,19,1-204,Terrestrial,Hymenoptera,,,,,,,
678,108,57,4,1-204,Terrestrial,Acarina,,,,,,,
679,108,58,1,1-204,Terrestrial,Araneida,,,,,,,
680,108,75,1,1-204,Terrestrial,Phalangida,,,,,,,
682,109,4,1,1-211,Other Aquatic,,Naididae,,,,,,
683,109,5,1,1-211,Other Aquatic,,Tubificidae,,,,,,
684,109,2,2,1-211,Other Aquatic,,Enchytraeidae,,,,,,
685,109,9,8,1-211,Zooplankton,Amphipoda,Corophiidae,,,,,,
686,109,41,1,1-211,Insect,Ephemeroptera,Baetidae,,,,,,
687,109,40,1,1-211,Insect,Ephemeroptera,Caenidae,,,,,,
688,109,46,3,1-211,Insect,Odonata,Coenagrionidae,,,,,,
689,109,44,3,1-211,Insect,Hemiptera,Corixidae,,,,,,
690,109,32,1,1-211,Insect,Diptera,Ceratopogonidae,,,,,,
691,109,33,1,1-211,Insect,Diptera,Chaoboridae,,,,,,
692,109,34,19,1-211,Insect,Diptera,Chironomidae,,,,,,
693,109,59,1,1-211,Terrestrial,Geophilomorpha,,,,,,,
694,109,73,1,1-211,Terrestrial,Lepidoptera,,,,,,,
695,109,66,1,1-211,Terrestrial,Hymenoptera,,,,,,,
696,110,4,1,1-217,Other Aquatic,,Naididae,,,,,,
697,110,5,1,1-217,Other Aquatic,,Tubificidae,,,,,,
698,110,2,1,1-217,Other Aquatic,,Enchytraeidae,,,,,,
699,110,13,1,1-217,Zooplankton,Mysidacea,Mysidae,,,,,,
700,110,9,3,1-217,Zooplankton,Amphipoda,Corophiidae,,,,,,
701,110,12,1,1-217,Zooplankton,Amphipoda,Taltridae,,,,,,
702,110,41,1,1-217,Insect,Ephemeroptera,Baetidae,,,,,,
703,110,40,1,1-217,Insect,Ephemeroptera,Caenidae,,,,,,
704,110,46,3,1-217,Insect,Odonata,Coenagrionidae,,,,,,
705,110,44,1,1-217,Insect,Hemiptera,Corixidae,,,,,,
706,110,34,15,1-217,Insect,Diptera,Chironomidae,,,,,,
707,110,36,1,1-217,Insect,Diptera,Ephydridae,,,,,,
708,110,77,1,1-217,Other Aquatic,Hydrachnida,Hygrobatidae,,,,,,
709,110,66,2,1-217,Terrestrial,Hymenoptera,,,,,,,
711,111,4,6,1-224,Other Aquatic,,Naididae,,,,,,
712,111,5,1,1-224,Other Aquatic,,Tubificidae,,,,,,
714,111,2,2,1-224,Other Aquatic,,Enchytraeidae,,,,,,
715,111,8,1,1-224,Zooplankton,Ostracoda,Sabellidae,,,,,,
716,111,9,1,1-224,Zooplankton,Amphipoda,Corophiidae,,,,,,
717,111,10,1,1-224,Zooplankton,Amphipoda,Crangonyctidae,,,,,,
718,111,40,1,1-224,Insect,Ephemeroptera,Caenidae,,,,,,
719,111,78,1,1-224,Insect,Ephemeroptera,Tricorythidae,,,,,,
720,111,46,2,1-224,Insect,Odonata,Coenagrionidae,,,,,,
721,111,44,1,1-224,Insect,Hemiptera,Corixidae,,,,,,
722,111,34,25,1-224,Insect,Diptera,Chironomidae,,,,,,
723,111,28,1,1-224,Other Aquatic,Hydrachnida,Lebertiidae,,,,,,
724,112,18,1,1-304,Other Aquatic,,Hydridae,,,,,,
725,112,4,2,1-304,Other Aquatic,,Naididae,,,,,,
726,112,5,1,1-304,Other Aquatic,,Tubificidae,,,,,,
727,112,9,4,1-304,Zooplankton,Amphipoda,Corophiidae,,,,,,
728,112,46,3,1-304,Insect,Odonata,Coenagrionidae,,,,,,
729,112,34,26,1-304,Insect,Diptera,Chironomidae,,,,,,
730,112,77,3,1-304,Other Aquatic,Hydrachnida,Hygrobatidae,,,,,,
731,112,94,1,1-304,Other Aquatic,Hydrachnida,Unionicolidae,,,,,,
732,112,68,2,1-304,Terrestrial,Collembola,,,,,,,
733,112,63,1,1-304,Terrestrial,Coleoptera,,,,,,,
734,113,18,4,1-310,Other Aquatic,,Hydridae,,,,,,
735,113,4,2,1-310,Other Aquatic,,Naididae,,,,,,
736,113,9,6,1-310,Zooplankton,Amphipoda,Corophiidae,,,,,,
737,113,41,1,1-310,Insect,Ephemeroptera,Baetidae,,,,,,
738,113,40,1,1-310,Insect,Ephemeroptera,Caenidae,,,,,,
739,113,34,19,1-310,Insect,Diptera,Chironomidae,,,,,,
740,113,66,1,1-310,Terrestrial,Hymenoptera,,,,,,,
741,114,18,2,1-318,Other Aquatic,,Hydridae,,,,,,
742,114,4,5,1-318,Other Aquatic,,Naididae,,,,,,
743,114,40,1,1-318,Insect,Ephemeroptera,Caenidae,,,,,,
744,114,34,18,1-318,Insect,Diptera,Chironomidae,,,,,,
745,114,38,2,1-318,Insect,Diptera,Simulidae,,,,,,
746,114,94,1,1-318,Other Aquatic,Hydrachnida,Unionicolidae,,,,,,
747,114,68,14,1-318,Terrestrial,Collembola,,,,,,,
748,115,4,16,1-325,Other Aquatic,,Naididae,,,,,,
749,115,2,2,1-325,Other Aquatic,,Enchytraeidae,,,,,,
750,115,9,1,1-325,Zooplankton,Amphipoda,Corophiidae,,,,,,
751,115,10,1,1-325,Zooplankton,Amphipoda,Crangonyctidae,,,,,,
752,115,40,1,1-325,Insect,Ephemeroptera,Caenidae,,,,,,
753,115,42,1,1-325,Insect,Ephemeroptera,Ephemerellidae,,,,,,
754,115,48,1,1-325,Insect,Trichoptera,Hydropsychidae,,,,,,
755,115,32,2,1-325,Insect,Diptera,Ceratopogonidae,,,,,,
756,115,34,13,1-325,Insect,Diptera,Chironomidae,,,,,,
757,115,94,1,1-325,Other Aquatic,Hydrachnida,Unioncolidae,,,,,,
758,115,19,6,1-325,Other Aquatic,,Corbiculidae,,,,,,
759,115,68,1,1-325,Terrestrial,Collembola,,,,,,,
760,116,18,1,1-401,Other Aquatic,,Hydridae,,,,,,
761,116,4,8,1-401,Other Aquatic,,Naididae,,,,,,
762,116,9,2,1-401,Zooplankton,Amphipoda,Corophiidae,,,,,,
763,116,41,1,1-401,Insect,Ephemeroptera,Baetidae,,,,,,
764,116,40,1,1-401,Insect,Ephemeroptera,Caenidae,,,,,,
765,116,46,1,1-401,Insect,Odonata,Coenagrionidae,,,,,,
766,116,34,21,1-401,Insect,Diptera,Chironomidae,,,,,,
767,116,38,2,1-401,Insect,Diptera,Simulidae,,,,,,
768,116,19,4,1-401,Other Aquatic,,Corbiculidae,,,,,,
770,117,18,1,1-408,Other Aquatic,,Hydridae,,,,,,
771,117,4,2,1-408,Other Aquatic,,Naididae,,,,,,
772,117,9,5,1-408,Zooplankton,Amphipoda,Corophiidae,,,,,,
773,117,10,6,1-408,Zooplankton,Amphipoda,Crangonyctidae,,,,,,
774,117,40,1,1-408,Insect,Ephemeroptera,Caenidae,,,,,,
775,117,46,1,1-408,Insect,Odonata,Coenagrionidae,,,,,,
776,117,44,4,1-408,Insect,Hemiptera,Corixidae,,,,,,
777,117,30,1,1-408,Insect,Coleoptera,Dytiscidae,,,,,,
778,117,34,26,1-408,Insect,Diptera,Chironomidae,,,,,,
779,117,19,3,1-408,Other Aquatic,,Corbiculidae,,,,,,
780,117,65,1,1-408,Terrestrial,Homoptera,,,,,,,
781,118,18,4,1-514,Other Aquatic,,Hydridae,,,,,,
782,118,24,2,1-514,Other Aquatic,,Mermithidae,,,,,,
783,118,4,1,1-514,Other Aquatic,,Naididae,,,,,,
784,118,9,6,1-514,Zooplankton,Amphipoda,Corophiidae,,,,,,
785,118,43,2,1-514,Insect,Ephemeroptera,Heptageniidae,,,,,,
786,118,78,2,1-514,Insect,Ephemeroptera,Tricorythidae,,,,,,
787,118,44,1,1-514,Insect,Hemiptera,Corixidae,,,,,,
788,118,95,1,1-514,Insect,Hemiptera,Veliidae,,,,,,
789,118,88,1,1-514,Insect,Trichoptera,Hydroptilidae,,,,,,
790,118,32,7,1-514,Insect,Diptera,Ceratopogonidae,,,,,,
791,118,34,46,1-514,Insect,Diptera,Chironomidae,,,,,,
792,118,37,2,1-514,Insect,Diptera,Psychodidae,,,,,,
793,118,35,1,1-514,Insect,Diptera,Empididae,,,,,,
794,118,77,1,1-514,Other Aquatic,Hydrachnida,Hygrobatidae,,,,,,
795,118,19,2,1-514,Other Aquatic,,Corbiculidae,,,,,,
796,118,65,8,1-514,Terrestrial,Homoptera,,,,,,,
797,118,64,1,1-514,Terrestrial,Diptera,,,,,,,
798,118,66,5,1-514,Terrestrial,Hymenoptera,,,,,,,
799,118,58,2,1-514,Terrestrial,Araneida,,,,,,,
800,119,14,3,2-203,Zooplankton,Ostracoda,Cypridae,,,,,,
801,119,46,1,2-203,Insect,Odonata,Coenagrionidae,,,,,,
802,119,81,1,2-203,Insect,Coleoptera,Hydrophilidae,,,,,,
803,119,34,64,2-203,Insect,Diptera,Chironomidae,,,,,,
804,119,36,1,2-203,Insect,Diptera,Ephydridae,,,,,,
805,119,68,1,2-203,Terrestrial,Collembola,,,,,,,
806,119,63,2,2-203,Terrestrial,Coleoptera,,,,,,,
807,119,58,2,2-203,Terrestrial,Araneida,,,,,,,
808,120,14,2,2-204,Zooplankton,Ostracoda,Cypridae,,,,,,
809,120,93,2,2-204,Insect,Plecoptera,Capniidae,,,,,,
810,120,44,2,2-204,Insect,Hemiptera,Corixidae,,,,,,
811,120,30,4,2-204,Insect,Coleoptera,Dytiscidae,,,,,,
812,120,34,369,2-204,Insect,Diptera,Chironomidae,,,,,,
813,120,36,6,2-204,Insect,Diptera,Ephydridae,,,,,,
814,120,96,1,2-204,Insect,Diptera,Muscidae,,,,,,
815,120,59,1,2-204,Terrestrial,Geophilomorpha,,,,,,,
816,120,68,6,2-204,Terrestrial,Collembola,,,,,,,
817,120,65,2,2-204,Terrestrial,Homoptera,,,,,,,
818,120,71,1,2-204,Terrestrial,Hemiptera,,,,,,,
819,120,63,56,2-204,Terrestrial,Coleoptera,,,,,,,
820,120,64,1,2-204,Terrestrial,Diptera,,,,,,,
821,120,66,2,2-204,Terrestrial,Hymenoptera,,,,,,,
822,120,58,4,2-204,Terrestrial,Araneida,,,,,,,
823,121,2,2,2-211,Other Aquatic,,Enchytraeidae,,,,,,
824,121,14,6,2-211,Zooplankton,Ostracoda,Sabellidae,,,,,,
