YBFMP,Date,Time,Station Code,Use sample code from FLIMS/WDL to connect field data and lab data,,,,,,DRIFT.COUNT,DRIFT.LIFE,,,,
YBFMP,04/22/2019,09:58,STTD,ES0419B0089,20190422_0958_STTD_DRIFT,DRIFT,Drift Invertebrates,Hemiptera,Terrestrial Insect,6,Adults,3.80E-03,<0.001,NA,N
YBFMP,04/22/2019,09:58,STTD,ES0419B0089,20190422_0958_STTD_DRIFT,DRIFT,Drift Invertebrates,Corixidae,Aquatic Insect,3,Larvae,<0.001,<0.001,NA,N
YBFMP,04/22/2019,09:58,STTD,ES0419B0089,20190422_0958_STTD_DRIFT,DRIFT,Drift Invertebrates,Corixidae,Aquatic Insect,1,Adults,8.70E-03,1.10E-03,NA,N
YBFMP,04/22/2019,09:58,STTD,ES0419B0089,20190422_0958_STTD_DRIFT,DRIFT,Drift Invertebrates,Hymenoptera,Terrestrial Insect,1,Adults,<0.001,<0.001,NA,N
YBFMP,04/22/2019,09:58,STTD,ES0419B0089,20190422_0958_STTD_DRIFT,DRIFT,Drift Invertebrates,Amphipoda,Aquatic Non-Insect,1,N/A,<0.001,<0.001,unique  Maybe Gammaridae,N
YBFMP,04/22/2019,09:58,STTD,ES0419B0089,20190422_0958_STTD_DRIFT,DRIFT,Drift Invertebrates,Corophiidae,Aquatic Non-Insect,15,N/A,8.20E-03,<0.001,NA,N
YBFMP,04/22/2019,09:58,STTD,ES0419B0089,20190422_0958_STTD_DRIFT,DRIFT,Drift Invertebrates,Crangonyctidae,Aquatic Non-Insect,8,N/A,3.80E-03,<0.001,NA,N
YBFMP,04/22/2019,09:58,STTD,ES0419B0089,20190422_0958_STTD_DRIFT,DRIFT,Drift Invertebrates,Leptocheliidae,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,04/23/2019,09:10,SHR,ES0419B0091,20190423_0910_SHR_DRIFT,DRIFT,Drift Invertebrates,Naididae,Aquatic Non-Insect,10,N/A,slide mounted,slide mounted,NA,N
YBFMP,04/23/2019,09:10,SHR,ES0419B0091,20190423_0910_SHR_DRIFT,DRIFT,Drift Invertebrates,Hydridae,Aquatic Non-Insect,2,N/A,<0.001,<0.001,NA,N
YBFMP,04/23/2019,09:10,SHR,ES0419B0091,20190423_0910_SHR_DRIFT,DRIFT,Drift Invertebrates,Diptera,Terrestrial Insect,1,Adults,<0.001,<0.001,NA,N
YBFMP,04/23/2019,09:10,SHR,ES0419B0091,20190423_0910_SHR_DRIFT,DRIFT,Drift Invertebrates,Ceratopogonidae,Aquatic Insect,1,Larvae,<0.001,<0.001,NA,N
YBFMP,04/23/2019,09:10,SHR,ES0419B0091,20190423_0910_SHR_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,3,Larvae,<0.001,<0.001,NA,N
YBFMP,04/23/2019,09:10,SHR,ES0419B0091,20190423_0910_SHR_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,11,Pupae,1.83E-02,2.80E-03,NA,N
YBFMP,04/23/2019,09:10,SHR,ES0419B0091,20190423_0910_SHR_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,32,Adults,1.33E-02,1.60E-03,NA,N
YBFMP,04/23/2019,09:10,SHR,ES0419B0091,20190423_0910_SHR_DRIFT,DRIFT,Drift Invertebrates,Ephemeroptera,Aquatic Insect,1,Adults,2.00E-03,<0.001,NA,N
YBFMP,04/23/2019,09:10,SHR,ES0419B0091,20190423_0910_SHR_DRIFT,DRIFT,Drift Invertebrates,Baetidae,Aquatic Insect,1,Nymph,<0.001,<0.001,NA,N
YBFMP,04/23/2019,09:10,SHR,ES0419B0091,20190423_0910_SHR_DRIFT,DRIFT,Drift Invertebrates,Hemiptera,Terrestrial Insect,2,Nymph,<0.001,<0.001,NA,N
YBFMP,04/23/2019,09:10,SHR,ES0419B0091,20190423_0910_SHR_DRIFT,DRIFT,Drift Invertebrates,Hemiptera,Terrestrial Insect,1,Adults,<0.001,<0.001,NA,N
YBFMP,04/23/2019,09:10,SHR,ES0419B0091,20190423_0910_SHR_DRIFT,DRIFT,Drift Invertebrates,Corixidae,Aquatic Insect,1,Nymph,<0.001,<0.001,NA,N
YBFMP,04/23/2019,09:10,SHR,ES0419B0091,20190423_0910_SHR_DRIFT,DRIFT,Drift Invertebrates,Corixidae,Aquatic Insect,1,Adults,7.30E-03,<0.001,NA,N
YBFMP,04/23/2019,09:10,SHR,ES0419B0091,20190423_0910_SHR_DRIFT,DRIFT,Drift Invertebrates,Veliidae,Aquatic Insect,1,Nymph,<0.001,<0.001,NA,N
YBFMP,04/23/2019,09:10,SHR,ES0419B0091,20190423_0910_SHR_DRIFT,DRIFT,Drift Invertebrates,Hymenoptera,Terrestrial Insect,1,Adults,<0.001,<0.001,NA,N
YBFMP,04/23/2019,09:10,SHR,ES0419B0091,20190423_0910_SHR_DRIFT,DRIFT,Drift Invertebrates,Gomphidae,Aquatic Insect,1,Nymph,<0.001,<0.001,NA,N
YBFMP,04/23/2019,09:10,SHR,ES0419B0091,20190423_0910_SHR_DRIFT,DRIFT,Drift Invertebrates,Corophiidae,Aquatic Non-Insect,1,N/A,1.20E-03,<0.001,NA,N
YBFMP,04/23/2019,09:10,SHR,ES0419B0091,20190423_0910_SHR_DRIFT,DRIFT,Drift Invertebrates,Crangonyctidae,Aquatic Non-Insect,2,N/A,<0.001,<0.001,NA,N
YBFMP,05/06/2019,09:56,STTD,ES0519B0097,20190506_0956_STTD_DRIFT,DRIFT,Drift Invertebrates,Atherinopsidae,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,05/06/2019,09:56,STTD,ES0519B0097,20190506_0956_STTD_DRIFT,DRIFT,Drift Invertebrates,Naididae,Aquatic Non-Insect,3,N/A,slide mounted,slide mounted,NA,N
YBFMP,05/06/2019,09:56,STTD,ES0519B0097,20190506_0956_STTD_DRIFT,DRIFT,Drift Invertebrates,Physidae,Aquatic Non-Insect,5,N/A,7.70E-03,2.60E-03,NA,N
YBFMP,05/06/2019,09:56,STTD,ES0519B0097,20190506_0956_STTD_DRIFT,DRIFT,Drift Invertebrates,Hydridae,Aquatic Non-Insect,17,N/A,1.60E-03,<0.001,NA,N
YBFMP,05/06/2019,09:56,STTD,ES0519B0097,20190506_0956_STTD_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,1,Larvae,<0.001,<0.001,NA,N
YBFMP,05/06/2019,09:56,STTD,ES0519B0097,20190506_0956_STTD_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,2,Pupae,1.50E-03,<0.001,NA,N
YBFMP,05/06/2019,09:56,STTD,ES0519B0097,20190506_0956_STTD_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,23,Adults,5.80E-03,<0.001,NA,N
YBFMP,05/06/2019,09:56,STTD,ES0519B0097,20190506_0956_STTD_DRIFT,DRIFT,Drift Invertebrates,Psychodidae,Aquatic Insect,1,Adults,<0.001,<0.001,NA,N
YBFMP,05/06/2019,09:56,STTD,ES0519B0097,20190506_0956_STTD_DRIFT,DRIFT,Drift Invertebrates,Hemiptera,Terrestrial Insect,1,Nymph,<0.001,<0.001,NA,N
YBFMP,05/06/2019,09:56,STTD,ES0519B0097,20190506_0956_STTD_DRIFT,DRIFT,Drift Invertebrates,Corixidae,Aquatic Insect,7,Nymph,1.30E-03,<0.001,NA,N
YBFMP,05/06/2019,09:56,STTD,ES0519B0097,20190506_0956_STTD_DRIFT,DRIFT,Drift Invertebrates,Corixidae,Aquatic Insect,2,Adults,1.36E-02,2.50E-03,NA,N
YBFMP,05/06/2019,09:56,STTD,ES0519B0097,20190506_0956_STTD_DRIFT,DRIFT,Drift Invertebrates,Notonectidae,Aquatic Insect,1,Nymph,1.55E-02,2.90E-03,NA,N
YBFMP,05/06/2019,09:56,STTD,ES0519B0097,20190506_0956_STTD_DRIFT,DRIFT,Drift Invertebrates,Amphipoda,Aquatic Non-Insect,1,N/A,<0.001,<0.001,unique,N
YBFMP,05/06/2019,09:56,STTD,ES0519B0097,20190506_0956_STTD_DRIFT,DRIFT,Drift Invertebrates,Hyalellidae,Aquatic Non-Insect,2,N/A,1.30E-03,<0.001,NA,N
YBFMP,05/06/2019,09:56,STTD,ES0519B0097,20190506_0956_STTD_DRIFT,DRIFT,Drift Invertebrates,Turbellaria,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,05/07/2019,10:13,SHR,ES0519B0099,20190507_1013_SHR_DRIFT,DRIFT,Drift Invertebrates,Actinopterygii - eggs,Aquatic Non-Insect,1,N/A,1.00E-02,<0.001,NA,N
YBFMP,05/07/2019,10:13,SHR,ES0519B0099,20190507_1013_SHR_DRIFT,DRIFT,Drift Invertebrates,Corbiculidae,Aquatic Non-Insect,5,N/A,2.10E-03,<0.001,NA,N
YBFMP,05/07/2019,10:13,SHR,ES0519B0099,20190507_1013_SHR_DRIFT,DRIFT,Drift Invertebrates,Physidae,Aquatic Non-Insect,2,N/A,1.60E-03,<0.001,NA,N
YBFMP,05/07/2019,10:13,SHR,ES0519B0099,20190507_1013_SHR_DRIFT,DRIFT,Drift Invertebrates,Hydridae,Aquatic Non-Insect,2,N/A,<0.001,<0.001,NA,N
YBFMP,05/07/2019,10:13,SHR,ES0519B0099,20190507_1013_SHR_DRIFT,DRIFT,Drift Invertebrates,Ceratopogonidae,Aquatic Insect,5,Pupae,2.70E-03,<0.001,NA,N
YBFMP,05/07/2019,10:13,SHR,ES0519B0099,20190507_1013_SHR_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,2,Larvae,<0.001,<0.001,NA,N
YBFMP,05/07/2019,10:13,SHR,ES0519B0099,20190507_1013_SHR_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,1,Pupae,<0.001,<0.001,NA,N
YBFMP,05/07/2019,10:13,SHR,ES0519B0099,20190507_1013_SHR_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,2,Adults,<0.001,<0.001,NA,N
YBFMP,05/07/2019,10:13,SHR,ES0519B0099,20190507_1013_SHR_DRIFT,DRIFT,Drift Invertebrates,Baetidae,Aquatic Insect,1,Larvae,<0.001,<0.001,NA,N
YBFMP,05/07/2019,10:13,SHR,ES0519B0099,20190507_1013_SHR_DRIFT,DRIFT,Drift Invertebrates,Leptohyphidae,Aquatic Insect,1,Larvae,<0.001,<0.001,NA,N
YBFMP,05/07/2019,10:13,SHR,ES0519B0099,20190507_1013_SHR_DRIFT,DRIFT,Drift Invertebrates,Hydroptilidae,Aquatic Insect,1,Pupae,<0.001,<0.001,NA,N
YBFMP,05/07/2019,10:13,SHR,ES0519B0099,20190507_1013_SHR_DRIFT,DRIFT,Drift Invertebrates,Corophiidae,Aquatic Non-Insect,3,N/A,<0.001,<0.001,NA,N
YBFMP,05/20/2019,10:10,STTD,ES0519B0105,20190520_1010_STTD_DRIFT,DRIFT,Drift Invertebrates,Atherinopsidae,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,05/20/2019,10:10,STTD,ES0519B0105,20190520_1010_STTD_DRIFT,DRIFT,Drift Invertebrates,Araneae,Terrestrial Non-Insect,38,N/A,3.64E-02,6.40E-03,NA,N
YBFMP,05/20/2019,10:10,STTD,ES0519B0105,20190520_1010_STTD_DRIFT,DRIFT,Drift Invertebrates,Corbiculidae,Aquatic Non-Insect,1,N/A,7.80E-03,4.20E-03,NA,N
YBFMP,05/20/2019,10:10,STTD,ES0519B0105,20190520_1010_STTD_DRIFT,DRIFT,Drift Invertebrates,Naididae,Aquatic Non-Insect,12,N/A,slide mounted,slide mounted,NA,N
YBFMP,05/20/2019,10:10,STTD,ES0519B0105,20190520_1010_STTD_DRIFT,DRIFT,Drift Invertebrates,Physidae,Aquatic Non-Insect,1484,N/A,3.7481,1.556,NA,N
YBFMP,05/20/2019,10:10,STTD,ES0519B0105,20190520_1010_STTD_DRIFT,DRIFT,Drift Invertebrates,Planorbidae,Aquatic Non-Insect,3,N/A,0.2364,0.1337,NA,N
YBFMP,05/20/2019,10:10,STTD,ES0519B0105,20190520_1010_STTD_DRIFT,DRIFT,Drift Invertebrates,Hydridae,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,05/20/2019,10:10,STTD,ES0519B0105,20190520_1010_STTD_DRIFT,DRIFT,Drift Invertebrates,Archaeognatha,Terrestrial Insect,1,Adults,<0.001,<0.001,NA,N
YBFMP,05/20/2019,10:10,STTD,ES0519B0105,20190520_1010_STTD_DRIFT,DRIFT,Drift Invertebrates,Coleoptera,Terrestrial Insect,3,Larvae,<0.001,<0.001,NA,N
YBFMP,05/20/2019,10:10,STTD,ES0519B0105,20190520_1010_STTD_DRIFT,DRIFT,Drift Invertebrates,Coleoptera,Terrestrial Insect,29,Adults,3.22E-02,8.40E-03,NA,N
YBFMP,05/20/2019,10:10,STTD,ES0519B0105,20190520_1010_STTD_DRIFT,DRIFT,Drift Invertebrates,Dytiscidae,Aquatic Insect,3,Larvae,1.90E-03,<0.001,NA,N
YBFMP,05/20/2019,10:10,STTD,ES0519B0105,20190520_1010_STTD_DRIFT,DRIFT,Drift Invertebrates,Dytiscidae,Aquatic Insect,6,Adults,6.00E-03,<0.001,NA,N
YBFMP,05/20/2019,10:10,STTD,ES0519B0105,20190520_1010_STTD_DRIFT,DRIFT,Drift Invertebrates,Hydraenidae,Aquatic Insect,6,Adults,1.40E-03,<0.001,NA,N
YBFMP,05/20/2019,10:10,STTD,ES0519B0105,20190520_1010_STTD_DRIFT,DRIFT,Drift Invertebrates,Hydrophilidae,Aquatic Insect,4,Larvae,7.53E-02,1.15E-02,NA,N
YBFMP,05/20/2019,10:10,STTD,ES0519B0105,20190520_1010_STTD_DRIFT,DRIFT,Drift Invertebrates,Hydrophilidae,Aquatic Insect,1,Adults,1.02E-02,1.50E-03,NA,N
YBFMP,05/20/2019,10:10,STTD,ES0519B0105,20190520_1010_STTD_DRIFT,DRIFT,Drift Invertebrates,Collembola,Terrestrial Non-Insect,246,Adults,2.09E-02,2.70E-03,NA,N
YBFMP,05/20/2019,10:10,STTD,ES0519B0105,20190520_1010_STTD_DRIFT,DRIFT,Drift Invertebrates,Dermaptera,Terrestrial Insect,1,Adults,6.60E-02,1.46E-02,NA,N
YBFMP,05/20/2019,10:10,STTD,ES0519B0105,20190520_1010_STTD_DRIFT,DRIFT,Drift Invertebrates,Diptera,Terrestrial Insect,32,Adults,6.11E-02,1.06E-02,NA,N
YBFMP,05/20/2019,10:10,STTD,ES0519B0105,20190520_1010_STTD_DRIFT,DRIFT,Drift Invertebrates,Ceratopogonidae,Aquatic Insect,27,Pupae,1.68E-02,1.90E-03,NA,N
YBFMP,05/20/2019,10:10,STTD,ES0519B0105,20190520_1010_STTD_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,10,Larvae,2.40E-03,<0.001,NA,N
YBFMP,05/20/2019,10:10,STTD,ES0519B0105,20190520_1010_STTD_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,24,Pupae,1.43E-02,2.00E-03,NA,N
YBFMP,05/20/2019,10:10,STTD,ES0519B0105,20190520_1010_STTD_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,404,Adults,0.1814,2.74E-02,NA,N
YBFMP,05/20/2019,10:10,STTD,ES0519B0105,20190520_1010_STTD_DRIFT,DRIFT,Drift Invertebrates,Empididae,Aquatic Insect,2,Adults,1.70E-03,<0.001,NA,N
YBFMP,05/20/2019,10:10,STTD,ES0519B0105,20190520_1010_STTD_DRIFT,DRIFT,Drift Invertebrates,Ephydridae,Aquatic Insect,1,Larvae,<0.001,<0.001,NA,N
YBFMP,05/20/2019,10:10,STTD,ES0519B0105,20190520_1010_STTD_DRIFT,DRIFT,Drift Invertebrates,Ephydridae,Aquatic Insect,4,Pupae,3.40E-03,<0.001,NA,N
YBFMP,05/20/2019,10:10,STTD,ES0519B0105,20190520_1010_STTD_DRIFT,DRIFT,Drift Invertebrates,Ephydridae,Aquatic Insect,4,Adults,1.30E-03,<0.001,NA,N
YBFMP,05/20/2019,10:10,STTD,ES0519B0105,20190520_1010_STTD_DRIFT,DRIFT,Drift Invertebrates,Psychodidae,Aquatic Insect,1,Pupae,<0.001,<0.001,NA,N
YBFMP,05/20/2019,10:10,STTD,ES0519B0105,20190520_1010_STTD_DRIFT,DRIFT,Drift Invertebrates,Psychodidae,Aquatic Insect,1,Adults,<0.001,<0.001,NA,N
YBFMP,05/20/2019,10:10,STTD,ES0519B0105,20190520_1010_STTD_DRIFT,DRIFT,Drift Invertebrates,Simuliidae,Aquatic Insect,1,Adults,1.20E-03,<0.001,NA,N
YBFMP,05/20/2019,10:10,STTD,ES0519B0105,20190520_1010_STTD_DRIFT,DRIFT,Drift Invertebrates,Hemiptera,Terrestrial Insect,48,Nymph,1.13E-02,1.00E-03,NA,N
YBFMP,05/20/2019,10:10,STTD,ES0519B0105,20190520_1010_STTD_DRIFT,DRIFT,Drift Invertebrates,Hemiptera,Terrestrial Insect,116,Adults,6.09E-02,1.24E-02,NA,N
YBFMP,05/20/2019,10:10,STTD,ES0519B0105,20190520_1010_STTD_DRIFT,DRIFT,Drift Invertebrates,Corixidae,Aquatic Insect,285,Nymph,0.2021,2.88E-02,NA,N
YBFMP,05/20/2019,10:10,STTD,ES0519B0105,20190520_1010_STTD_DRIFT,DRIFT,Drift Invertebrates,Corixidae,Aquatic Insect,1,Adults,8.00E-03,1.10E-03,NA,N
YBFMP,05/20/2019,10:10,STTD,ES0519B0105,20190520_1010_STTD_DRIFT,DRIFT,Drift Invertebrates,Hymenoptera,Terrestrial Insect,1,Larvae,<0.001,<0.001,NA,N
YBFMP,05/20/2019,10:10,STTD,ES0519B0105,20190520_1010_STTD_DRIFT,DRIFT,Drift Invertebrates,Hymenoptera,Terrestrial Insect,22,Adults,8.30E-03,<0.001,NA,N
YBFMP,05/20/2019,10:10,STTD,ES0519B0105,20190520_1010_STTD_DRIFT,DRIFT,Drift Invertebrates,Lepidoptera,Terrestrial Insect,3,Adults,2.60E-02,5.00E-03,NA,N
YBFMP,05/20/2019,10:10,STTD,ES0519B0105,20190520_1010_STTD_DRIFT,DRIFT,Drift Invertebrates,Neuroptera,Terrestrial Insect,2,Larvae,<0.001,<0.001,NA,N
YBFMP,05/20/2019,10:10,STTD,ES0519B0105,20190520_1010_STTD_DRIFT,DRIFT,Drift Invertebrates,Sisyridae,Aquatic Insect,1,Larvae,<0.001,<0.001,NA,N
YBFMP,05/20/2019,10:10,STTD,ES0519B0105,20190520_1010_STTD_DRIFT,DRIFT,Drift Invertebrates,Coenagrionidae,Aquatic Insect,4,Larvae,<0.001,<0.001,NA,N
YBFMP,05/20/2019,10:10,STTD,ES0519B0105,20190520_1010_STTD_DRIFT,DRIFT,Drift Invertebrates,Psocoptera,Terrestrial Insect,5,Larvae,1.40E-03,<0.001,NA,N
YBFMP,05/20/2019,10:10,STTD,ES0519B0105,20190520_1010_STTD_DRIFT,DRIFT,Drift Invertebrates,Psocoptera,Terrestrial Insect,2,Adults,<0.001,<0.001,NA,N
YBFMP,05/20/2019,10:10,STTD,ES0519B0105,20190520_1010_STTD_DRIFT,DRIFT,Drift Invertebrates,Thysanoptera,Terrestrial Insect,10,Adults,<0.001,<0.001,NA,N
YBFMP,05/20/2019,10:10,STTD,ES0519B0105,20190520_1010_STTD_DRIFT,DRIFT,Drift Invertebrates,Trichoptera,Aquatic Insect,1,Pupae,1.68E-02,3.50E-03,NA,Y
YBFMP,05/20/2019,10:10,STTD,ES0519B0105,20190520_1010_STTD_DRIFT,DRIFT,Drift Invertebrates,Hydroptilidae,Aquatic Insect,1,Adults,<0.001,<0.001,NA,N
YBFMP,05/20/2019,10:10,STTD,ES0519B0105,20190520_1010_STTD_DRIFT,DRIFT,Drift Invertebrates,Corophiidae,Aquatic Non-Insect,16,N/A,1.90E-03,<0.001,NA,N
YBFMP,05/20/2019,10:10,STTD,ES0519B0105,20190520_1010_STTD_DRIFT,DRIFT,Drift Invertebrates,Hyalellidae,Aquatic Non-Insect,572,N/A,0.2088,2.94E-02,NA,N
YBFMP,05/20/2019,10:10,STTD,ES0519B0105,20190520_1010_STTD_DRIFT,DRIFT,Drift Invertebrates,Ostracoda,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,05/21/2019,09:59,SHR,ES0519B0107,20190521_0959_SHR_DRIFT,DRIFT,Drift Invertebrates,Hydrachnidae,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,05/21/2019,09:59,SHR,ES0519B0107,20190521_0959_SHR_DRIFT,DRIFT,Drift Invertebrates,Hygrobatidae,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,05/21/2019,09:59,SHR,ES0519B0107,20190521_0959_SHR_DRIFT,DRIFT,Drift Invertebrates,Corbiculidae,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,05/21/2019,09:59,SHR,ES0519B0107,20190521_0959_SHR_DRIFT,DRIFT,Drift Invertebrates,Naididae,Aquatic Non-Insect,4,N/A,slide mounted,slide mounted,NA,N
YBFMP,05/21/2019,09:59,SHR,ES0519B0107,20190521_0959_SHR_DRIFT,DRIFT,Drift Invertebrates,Hydridae,Aquatic Non-Insect,7,N/A,<0.001,<0.001,NA,N
YBFMP,05/21/2019,09:59,SHR,ES0519B0107,20190521_0959_SHR_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,2,Larvae,<0.001,<0.001,NA,N
YBFMP,05/21/2019,09:59,SHR,ES0519B0107,20190521_0959_SHR_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,1,Pupae,<0.001,<0.001,NA,N
YBFMP,05/21/2019,09:59,SHR,ES0519B0107,20190521_0959_SHR_DRIFT,DRIFT,Drift Invertebrates,Simuliidae,Aquatic Insect,1,Larvae,<0.001,<0.001,NA,N
YBFMP,05/21/2019,09:59,SHR,ES0519B0107,20190521_0959_SHR_DRIFT,DRIFT,Drift Invertebrates,Ephemeroptera,Aquatic Insect,1,Adults,7.00E-03,1.80E-03,NA,N
YBFMP,05/21/2019,09:59,SHR,ES0519B0107,20190521_0959_SHR_DRIFT,DRIFT,Drift Invertebrates,Baetidae,Aquatic Insect,1,Nymph,<0.001,<0.001,NA,N
YBFMP,05/21/2019,09:59,SHR,ES0519B0107,20190521_0959_SHR_DRIFT,DRIFT,Drift Invertebrates,Heptageniidae,Aquatic Insect,1,Nymph,<0.001,<0.001,NA,N
YBFMP,05/21/2019,09:59,SHR,ES0519B0107,20190521_0959_SHR_DRIFT,DRIFT,Drift Invertebrates,Pseudironidae,Aquatic Insect,1,Adults,<0.001,<0.001,NA,N
YBFMP,05/21/2019,09:59,SHR,ES0519B0107,20190521_0959_SHR_DRIFT,DRIFT,Drift Invertebrates,Hymenoptera,Terrestrial Insect,1,Adults,<0.001,<0.001,NA,N
YBFMP,05/21/2019,09:59,SHR,ES0519B0107,20190521_0959_SHR_DRIFT,DRIFT,Drift Invertebrates,Gomphidae,Aquatic Insect,1,Nymph,<0.001,<0.001,NA,N
YBFMP,05/21/2019,09:59,SHR,ES0519B0107,20190521_0959_SHR_DRIFT,DRIFT,Drift Invertebrates,Plecoptera,Aquatic Insect,1,Nymph,<0.001,<0.001,Perlidae/Perlodidae,N
YBFMP,05/21/2019,09:59,SHR,ES0519B0107,20190521_0959_SHR_DRIFT,DRIFT,Drift Invertebrates,Corophiidae,Aquatic Non-Insect,2,N/A,<0.001,<0.001,NA,N
YBFMP,05/21/2019,09:59,SHR,ES0519B0107,20190521_0959_SHR_DRIFT,DRIFT,Drift Invertebrates,Hyalellidae,Aquatic Non-Insect,3,N/A,<0.001,<0.001,NA,N
YBFMP,06/03/2019,09:22,STTD,ES0619B0113,20190603_0922_STTD_DRIFT,DRIFT,Drift Invertebrates,Araneae,Terrestrial Non-Insect,3,N/A,1.90E-03,<0.001,NA,N
YBFMP,06/03/2019,09:22,STTD,ES0619B0113,20190603_0922_STTD_DRIFT,DRIFT,Drift Invertebrates,Naididae,Aquatic Non-Insect,10,N/A,slide mounted,slide mounted,NA,N
YBFMP,06/03/2019,09:22,STTD,ES0619B0113,20190603_0922_STTD_DRIFT,DRIFT,Drift Invertebrates,Physidae,Aquatic Non-Insect,1830,N/A,1.7321,0.7737,NA,N
YBFMP,06/03/2019,09:22,STTD,ES0619B0113,20190603_0922_STTD_DRIFT,DRIFT,Drift Invertebrates,Planorbidae,Aquatic Non-Insect,16,N/A,7.77E-02,3.34E-02,NA,N
YBFMP,06/03/2019,09:22,STTD,ES0619B0113,20190603_0922_STTD_DRIFT,DRIFT,Drift Invertebrates,Hydridae,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,06/03/2019,09:22,STTD,ES0619B0113,20190603_0922_STTD_DRIFT,DRIFT,Drift Invertebrates,Coleoptera,Terrestrial Insect,4,Adults,5.40E-03,<0.001,NA,N
YBFMP,06/03/2019,09:22,STTD,ES0619B0113,20190603_0922_STTD_DRIFT,DRIFT,Drift Invertebrates,Dytiscidae,Aquatic Insect,3,Adults,1.80E-03,<0.001,NA,N
YBFMP,06/03/2019,09:22,STTD,ES0619B0113,20190603_0922_STTD_DRIFT,DRIFT,Drift Invertebrates,Hydraenidae,Aquatic Insect,1,Adults,<0.001,<0.001,NA,N
YBFMP,06/03/2019,09:22,STTD,ES0619B0113,20190603_0922_STTD_DRIFT,DRIFT,Drift Invertebrates,Hydrophilidae,Aquatic Insect,3,Larvae,2.40E-03,<0.001,NA,N
YBFMP,06/03/2019,09:22,STTD,ES0619B0113,20190603_0922_STTD_DRIFT,DRIFT,Drift Invertebrates,Collembola,Terrestrial Non-Insect,2,Adults,<0.001,<0.001,NA,N
YBFMP,06/03/2019,09:22,STTD,ES0619B0113,20190603_0922_STTD_DRIFT,DRIFT,Drift Invertebrates,Diptera,Terrestrial Insect,23,Adults,4.00E-03,<0.001,NA,N
YBFMP,06/03/2019,09:22,STTD,ES0619B0113,20190603_0922_STTD_DRIFT,DRIFT,Drift Invertebrates,Ceratopogonidae,Aquatic Insect,1,Pupae,<0.001,<0.001,NA,N
YBFMP,06/03/2019,09:22,STTD,ES0619B0113,20190603_0922_STTD_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,2,Larvae,<0.001,<0.001,NA,N
YBFMP,06/03/2019,09:22,STTD,ES0619B0113,20190603_0922_STTD_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,2,Pupae,1.50E-03,<0.001,NA,N
YBFMP,06/03/2019,09:22,STTD,ES0619B0113,20190603_0922_STTD_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,31,Adults,9.60E-03,<0.001,NA,N
YBFMP,06/03/2019,09:22,STTD,ES0619B0113,20190603_0922_STTD_DRIFT,DRIFT,Drift Invertebrates,Hemiptera,Terrestrial Insect,13,Nymph,2.70E-03,<0.001,NA,N
YBFMP,06/03/2019,09:22,STTD,ES0619B0113,20190603_0922_STTD_DRIFT,DRIFT,Drift Invertebrates,Hemiptera,Terrestrial Insect,22,Adults,1.84E-02,3.90E-03,NA,N
YBFMP,06/03/2019,09:22,STTD,ES0619B0113,20190603_0922_STTD_DRIFT,DRIFT,Drift Invertebrates,Corixidae,Aquatic Insect,52,Larvae,3.83E-02,4.50E-03,NA,N
YBFMP,06/03/2019,09:22,STTD,ES0619B0113,20190603_0922_STTD_DRIFT,DRIFT,Drift Invertebrates,Corixidae,Aquatic Insect,2,Adults,7.30E-03,<0.001,NA,N
